title,artist,cleaned_lyrics
겨울의 길목에서,SunO,숲속 나뭇잎들 떠날 때를 지레 알고 바람이 마지막 길 말없이 환송하다 끝내는 구슬피 우네 계곡물도 함께 우네 떠나도 후회 없이 떠나는 길이었으면 아쉬운 눈물보다 축복의 눈물이었으면 누군가 울어준다면 그것으로 족하리 피었다 사라지는 물안개 같은 인생 한바탕 거한 잔치 환희의 여정인 걸 살아서 제대로 살까 두려운 건 그것뿐 가지에 앉은 햇살 파르르 몸을 떨고 뜨락에 내린 참새 부리질 분주한 날 뜨거운 국밥 한 그릇 유난히 생각난다
오시리,김나율,슬픈 내 모습 그대에게 들키지 않으려고 눈길 한번 주지 않고 냉정히 보냈기에 오시리 오시리 고개 하나 못 넘고 오시리 오시리 가다가 돌아 오시리 서산 너머로 해가 지고 땅거미 밀려오면 둥근 달을 품에 안고 잠이 들 내 생각에 오시리 오시리 강 하나도 못 건너고 오시리 오시리 가다가 돌아 오시리 멀리서 내이름 부르시면서 오시리 오시리 하룻밤도 못 자고 오시리 오시리 가다가 돌아 오시리 가다가 돌아 오시리
비야비야,서예덕,가로등아래 내리는 빗소리가 마음을 울리네 무정하게 떠나버린 야속한 그대를 못잊어 내리는 비 가로등 불빛 아래서 희미하게 들리는 목소리 그님인가 뒤돌아 보아도 떨어지는 나뭇잎 소리 내손을잡고 사랑한다고 말하던 그 님이여 이렇게 말없이 떠날줄이야 생각 못했네 비야비야 그대를 다시볼수 있다면 영원히 영원히 잡고 있을래 비야비야 사랑을 두고가지않을래 영원히 영원히 잡고 있을래 비야 비야 하늘이 말할때까지 비야비야 하늘이 말할때까지 가로등 불빛 아래서 희미하게 들리는 목소리 그님인가 뒤돌아 보아도 떨어지는 나뭇잎 소리 내손을잡고 사랑한다고 말하던 그 님이여 이렇게 말없이 떠날줄이야 생각 못했네 비야비야 그대를 다시볼수 있다면 영원히 영원히 잡고 있을래 비야비야 사랑을 두고가지않을래 영원히 영원히 잡고 있을래 비야 비야 하늘이 말할때까지 비야비야 하늘이 말할때까지
너를 사랑 하겠어,성진,문득 돌아보니 네 곁에 있네요 흐르는 강물의 세월 만큼 눈을 감아본다 우리 기억 속에 걷는 우리 모습 내가 말했잖아 너와 함께 할 께 세 찬 비바람 속에도 눈을 감아본다 우리 행복속에 웃는 너의 모습 사랑 매일 보는 이슬처럼 영원토록 함께해 맑은 너의 두 눈동자를 매일 사랑하게 되 아름다운 나의 마음을 그대가 알았으면 해 거친 파도 다가와 부순다 해도 나는 너를 사랑하겠어 너와 마주보고 서로 바라보는 세월은 아직도 행복해 아주 작은 일상에 두 손을 꼭 잡고 걷는 우리 모습 사랑 매일 보는 이슬처럼 영원토록 함께해 맑은 너의 두 눈동자를 매일 사랑하게 되 아름다운 나의 마음을 그대가 알았으면 해 거친 파도 다가와 부순다 해도 나는 너를 사랑하겠어 나 너를 사랑해 항상 함께 하고파 사랑 매일 보는 이슬처럼 영원토록 함께해 맑은 너의 두 눈동자를 매일 사랑하게 되 아름다운 나의 마음을 그대가 알았으면 해 거친 파도 다가와 부순다 해도 나는 너를 사랑하겠어
정체를 밝혀라,지영옥,내 앞에 왔다 갔다 너 도대체 모야 왜 나를 들었다 놨다 해 넌 정말 깜짝깜짝 날 놀라게 만들어 날 정말 환장하게 해 어딜가든 무얼하든 니 생각만 나 너 정말 도대체 모야 정체가 모야 정체가 모야 정체 밝혀라 내 맘에 불이 난다 불이 난다 불이나 정체가 모야 정체가 모야 정체를 밝혀라 사랑의 불씨 니가 지폈잖아 넌 정말 깜짝깜짝 날 놀라게 만들어 날 정말 환장하게 해 어딜가든 무얼하든 니 생각만 나 너 도대체 모야 정체가 모야 정체가 모야 정체를 밝혀라 내 맘에 불이 난다 불이나 정체가 모야 정체가 모야 정체를 밝혀라 사랑으 불씨 니가 지폈잖아 어딜가든 무얼하든 니 생각만 나 너 정말 도대체 모야 정체가 모야 정체가 모야 정체를 밝혀라 사랑의 불씨 니가 지폈잖아
집으로,박채연,오늘밤도 낯선거리 어디를 헤메이나요 통금시간 이미 지나고 이제는 돌아 가야지 가는길 멀고 멀지만 이내 몸은 이미 이미 지쳐서 무거운 걸음 옮기며 집으로 돌아보니 아득한길 눈물이 흘러 내리네 가슴시린 우리 인생이 쉼없이 달리고 달리네 사는것이 낯설어도 나는야 웃으며 가리 어차피 지나고 나면 그것은 꿈이 였다오 마음은 멀고 멀지만 이내 몸은 이미 이미 지쳐서 무거운 걸음 옮기며 집으로 돌아보니 아득한길 눈물이 흘러 내리네 가슴시린 우리 인생이 쉼없이 달리고 달리네
님과 함께,환희,저 푸른 초원 위에 그림 같은 집을 짓고 사랑하는 우리 님과 한 백년 살고 싶어 봄이면 씨앗 뿌려 여름이면 꽃이 피네 가을이면 풍년 되어 겨울이면 행복하네 저 푸른 초원 위에 그림 같은 집을 짓고 사랑하는 우리 님과 한 백년 살고 싶어 봄이면 씨앗 뿌려 여름이면 꽃이 피네 가을이면 풍년 되어 겨울이면 행복하네 멋쟁이 높은 빌딩 으시대지만 유행 따라 사는 것도 제 멋이지만 반딧불 초가집도 님과 함께면 나는 좋아 나는 좋아 님과 함께면 님과 함께 같이 산다면 저 푸른 초원 위에 그림 같은 집을 짓고 사랑하는 우리 님과 한 백년 살고 싶어 멋쟁이 높은 빌딩 으스대지만 유행 따라 사는 것도 제멋이지만 반딧불 초가집도 님과 함께면 나는 좋아 나는 좋아 님과 함께면 님과 함께 같이 산다면 저 푸른 초원 위에 그림 같은 집을 짓고 사랑하는 여러분과 한 백년 살고 싶어 저 푸른 초원 위에 그림 같은 집을 짓고 사랑하는 환희와 한 백년 살고 싶어 저 푸른 초원 위에 그림 같은 집을 짓고 사랑하는 환희와 한 백년 살고 싶어 억만년 살고싶어 반딧불 초가집도 님과 함께면 나는 좋아 나는 좋아 님과 함께면 님과 함께 같이 산다면 그림 같은 집을 짓고 사랑하는 우리 님과 한 백년 살고 싶어 한 백년 살고 싶어 한 백년 살고 싶어
이별 예찬,도광배,슬픔은 두고 가세요 아쉬움도 두고 가세요 그림 같은 지난날의 짧은 행복은 마음 깊이 감춰두어요 이별에 울지 마세요 돌아서면 남남이지만 사랑했던 기억마저 괴로우니까 이제 그만 잊고 가세요 아 너와 내가 사랑했던 날들은 나의 황홀했던 꿈속이련가 아 내 가슴 깊은 곳에 타는 불길은 아직도 아직도 너를 향한 내 사랑이여 이젠 너를 보낸다 엇갈린 운명 속에 이별이었지만 내 인생 내 영혼에 아름답던 사랑이여 내 인생 내 영혼에 아름답던 사랑이여 사랑이여
내 인생 찾아,임영옥,지친몸을 끌어안고 굽이굽이 흘러온 세월 모 진풍파 헤치이며 살아온 수많은 세월 오늘도 내인생을 등에지고 달려보지만 그누가 알아주리 그누가 알아주리 애타는 이내심정 세월만 부여잡고 한탄한들 무엇하리 내인생 찾아가리 지친몸을 끌어안고 굽이굽이 흘러온 세월 모진풍파 헤치이며 살아온 수많은 세월 오늘도 내인생을 등에지고 달려보지만 그누가 알아주리 그누가 알아주리 애타는 이내심정 세월만 부여잡고 한탄한들 무엇하리 내인생 찾아가리 내인생 찾아가리
떠나는 내가 더 아프다 (Vocal. AI 진우),이천우,혼마저 빠져나갈것 같은 황홀한 키스 그 짙은 여운은 아직도 입술에 맴돌아 당신 없이는 못살것 같은데 그래도 그래도 나는 가야만하네 사랑은 지치지 않았지만 말못할 사정은 누구나 있어 남겨진 너보다 떠나는 내가 더 아프다 사랑은 사랑은 변하지 않치만 말못하는 내가슴은 남겨진 너보다 떠나는 내가 더 아프다
흙수저 (Cover Ver.),이은주,홍천 강변 가시밭을 일구시던 우리 어머니 배가 고파 우는 자식 등에 업고 한숨만 쉬네 어머님 아버님이 물려주신 흙 수저 눈물 강에 던져버리고 맨 주먹 맨발로 험한 세상 살아왔어요 이제는 옛말하며 살자 했건만 우리 엄니 대답이 없네 홍천 강변 땡볕 아래 자갈 줍던 우리 어머니 배가 고파 우는 자식 끌어 안고 한숨만 쉬네 어머님 아버님이 물려주신 고무신 눈물 강에 던져버리고 맨 주먹 맨발로 험한 세상 살아왔어요 금의환향 내 고향을 찾아 왔건만 우리 엄니 대답이 없네 우리 엄니 어딜 가셨나요
인생 백년길,초희,하루하루 또 하루를 발버둥쳐 살아온 세월 돌아보니 어느새 내 청춘이 가버렸네 꽃이피던 이팔청춘 어느품에 바쳤던가 서럽고 고달파도 내 팔자 남 못주고 오늘도 헤매돈다 인생 백년길 하루하루 또 하루를 눈물속에 헤매온 세월 돌아보니 어느새 반 백년이 기울었네 꽃이피던 이팔청춘 어느품에 바쳤던가 서럽고 고달파도 내 팔자 남 못주고 오늘도 헤매돈다 인생 백년길 꽃이피던 이팔청춘 어느품에 바쳤던가 서럽고 고달파도 내 팔자 남 못주고 오늘도 헤매돈다 인생 백년길
사월의 연가,한미나,내 가슴엔 아직도 흰눈이 내리는데 계절은 어느새 사월이네요 봄처녀 님을 찾아 치마자락 살랑 살랑 뒷동산엔 진달래꽃 붉게 불타오르면 이내가슴 홀로타서 어찌할까요 가지마 사월아 내가 울어 봄비되리니 사월아 가지마 나와함께 꽃봄되다오 내 가슴엔 아직도 흰눈이 내리는데 계절은 어느새 사월이네요 봄처녀 꽃길따라 아지랭이 아롱 아롱 뒷동산엔 진달래꽃 붉게 불타오르면 이내가슴 홀로타서 어찌할까요 가지마 사월아 내가 울어 봄비되리니 사월아 가지마 나와함께 꽃봄되다오 나와함께 꽃길 되다오
엄마의 꽃,김예화,꽃이 였건만 나무로 살았네 아낌 없이 주는 나무로 살았네 바람이 불어와 꽃잎은 흩날리네 소리 없이 흘린 눈물은 얼마일가 저달은 안다네 저달은 안다네 오늘도 나무는 꽃잎 그리워 예쁜 꽃이고 싶은 엄마의 일생이라네 꽃이 였건만 나무로 살았네 모든걸 바쳐온 나무로 살았네 야속한 세월 꽃잎은 부서져 아픔에 흘린 눈물 얼마일가 별들은 안다네 별들은 안다네 오늘도 나무는 꽃잎 그리워 꽃시절이 아쉬운 여자의 일생이라네
재회,이진화,언젠가 너를 다시 만날까 봐 그 많은 말들을 연습해 왔을까 어쩜 난 너를 다시 볼수 있게 어떤 일이 일어나 주길 바랬었나 봐 지금까지 어디서 어떻게 살아 왔을까 너는 지금도 그렇게 웃음도 많을까 그때 네가 남기고 간 행복 해라는 말 이렇게 가슴 아픈 말인줄 몰랐어 귓가엔 너의 숨소리 함께 해 왔지만 이제 다시 만난 다는 생각에 어이할까 어이할까 떨리기만 하는 이마음을
지심도,SunO,그 섬에 들어서면 누구나 새가 된다 나는 너의 동박새 너는 나의 동박새 한마리 고운 새 되어 어깨 위에 앉는다 한마리 고운 새 되어 어깨 위에 앉는다 어깨 위에 앉는다 그 섬에 들어서면 누구나 꽃이 된다 나는 너의 동백꽃 너는 나의 동백꽃 한송이 붉은 꽃 되어 마음 속에 앉는다 한송이 붉은 꽃 되어 마음 속에 앉는다 마음 속에 앉는다 그 섬에 들어서면 누구나 꽃이 된다 나는 너의 동백꽃 너는 나의 동백꽃 한송이 붉은 꽃 되어 마음 속에 앉는다 한송이 붉은 꽃 되어 마음 속에 앉는다 마음 속에 앉는다
청춘 열차,김성봉,청춘 열차는 달려간다 날마다 바람을 가르며 쭉쭉 뻗은 철길을 신나게 달린다 달려간다 가는 길은 가슴이 설레고 오는 길은 만족해 웃어요 씽씽씽씽 달리는 열차 두근두근 뛰는 가슴 낭만이 가득한 춘천을 향해 청춘들이 달려간다 가는 내내 소곤소곤 오는 길은 다 같이 행복해 아하 청춘 열차는 빈자리가 없어 아하 청춘 열차는 사랑이 넘치네 매일매일 달려간다 청춘을 싣고서 달린다 오며 가며 열차는 사랑을 싣고서 달려간다 가는 내내 이야기 꽃피고 오는 내내 사랑이 꽃피네 씽씽씽씽 달리는 열차 두근두근 뛰는 가슴 낭만이 가득한 춘천을 향해 청춘들이 달려간다 가는 내내 소곤소곤 오는 길은 다 같이 행복해 아하 청춘 열차는 빈자리가 없어 아하 청춘 열차는 사랑이 넘치네 사랑이 넘치네
올인(new version),김아린,한 사람 사랑하는 일이 고통이래도 당신이라면 다시 한번 해보고 싶어 시작도 하지 않고 후회할 거라면 해보고 후회하는 것이 나를 거 같아 당신은 뭔가 달라 보여요 말투와 눈빛 몸짓 모든 것이 내 마음 사로잡기 위해서 위선을 보이는 건 아니겠죠 누군가를 사랑하는 것이 피할 수 없는 운명이라면 내 인생의 마지막 사랑이 당신이었으면 좋겠어요 당신께 내 모든 걸 걸겠어요 하나도 남김없이 걸겠어요 행여나 모든 것이 깨진대도 후회는 하지 않을 거예요
잘 좀 살다가야 하지 않겠소,안재동,이 우주 이 지구 이 세상에 온 사람들이여 기왕 온 김에 기왕 왔다면 잘 좀 살다 가야 하지 않겠소 잠시 발끈해서 큰일을 망치거나 인생이 망가지지 않도록 참을 건 좀 참는 습관을 가지고 양보와 배려 베품의 미덕도 좀 가지면서 매사 겸손하면 더욱 좋고 평생을 그렇게 산다면 그렇게 그렇게 그렇게 산다면 그렇게 모두가 살 수 있다면 얼마나 좋으리 일백 년을 산다 해도 지나고 보면 바람 같고 구름 같고 그것은 순간 이 세상에 왔다 가는 그 한 생을 평온하게 무탈하게 마치는 그 자체가 복이요 성공한 인생일지니 그 자체가 복이요 성공한 인생일지니 이 우주 이 지구 이 세상에 온 사람들이여 기왕 온 김에 기왕 왔다면 잘 좀 살다 가야 하지 않겠소 잠시 발끈해서 큰일을 망치거나 인생이 망가지지 않도록 참을 건 좀 참는 습관을 가지고 양보와 배려 베품의 미덕도 좀 가지면서 매사 겸손하면 더욱 좋고 평생을 그렇게 산다면 그렇게 그렇게 그렇게 산다면 그렇게 모두가 살 수 있다면 얼마나 좋으리 일백 년을 산다 해도 지나고 보면 바람 같고 구름 같고 그것은 순간 이 세상에 왔다 가는 그 한 생을 평온하게 무탈하게 마치는 그 자체가 복이요 성공한 인생일지니 그 자체가 복이요 성공한 인생일지니
